time,speed,battery,rider_detected,rider_detected_pad1,rider_detected_pad2,speed_max,odometer,odometer_tire_revs,trip_amps,trip_amps_regen,speed_rpm,battery_voltage,battery_cells,current_amps,tilt_angle_pitch,tilt_angle_roll,controller_temp,motor_temp,charging,crash_state
2017-07-13T08:37:43-0700,4.74,89,true,true,true,10.31,0.33,603,16.88,4.84,143,53.8,-|-|-|-|-|-|-|-|-|-|3.34|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1803,1827,89.60,73.40,false,false
2017-07-13T08:37:44-0700,5.27,89,true,true,true,10.31,0.33,605,16.88,4.9,159,53.6,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1803,1848,89.60,73.40,false,false
2017-07-13T08:37:45-0700,3.45,89,true,true,true,10.31,0.34,607,16.92,4.96,104,53.0,-|-|-|-|3.34|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|4.0|-|-|-|-,1791,1842,91.40,73.40,false,false
2017-07-13T08:37:46-0700,3.65,89,true,true,true,10.31,0.34,609,17.06,4.98,110,53.6,-|-|-|-|-|-|-|-|-|3.3|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1802,1808,91.40,73.40,false,false
2017-07-13T08:37:47-0700,1.89,89,true,true,true,10.31,0.34,610,17.06,5.06,57,53.6,-|-|-|-|-|-|-|-|-|-|-|-|-|3.34|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1808,1774,91.40,73.40,false,false
2017-07-13T08:37:48-0700,0.46,89,true,true,true,10.31,0.34,611,17.1,5.06,14,53.3,-|-|3.34|-|-|-|-|-|-|-|-|-|-|-|-,-|-|0.96|-|-|-|-|-|-|-|-|-|-|-|-,1805,1806,91.40,73.40,false,false
2017-07-13T08:37:49-0700,0.30,89,true,true,true,10.31,0.34,611,17.18,5.06,9,53.4,-|-|-|-|-|-|-|3.32|-|-|-|-|-|-|-,2.4|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1794,1801,93.20,73.40,false,false
2017-07-13T08:37:50-0700,2.22,89,true,true,true,10.31,0.34,612,17.22,5.1,67,52.8,-|-|-|-|-|-|-|-|-|-|-|-|3.32|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1790,1764,93.20,73.40,false,false
2017-07-13T08:37:51-0700,3.71,89,true,true,true,10.31,0.34,613,17.48,5.1,112,52.5,-|3.28|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|2.56|-|-,1791,1783,93.20,73.40,false,false
2017-07-13T08:37:52-0700,5.14,89,true,true,true,10.31,0.34,616,17.74,5.1,155,52.4,-|-|-|-|-|3.28|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1792,1795,95.00,73.40,false,false
2017-07-13T08:37:53-0700,5.90,89,true,true,true,10.31,0.34,618,17.88,5.1,178,53.0,-|-|-|-|-|-|-|-|-|-|3.26|-|-|-|-,-|-|-|-|-|-|1.28|-|-|-|-|-|-|-|-,1797,1779,95.00,73.40,false,false
2017-07-13T08:37:54-0700,6.53,89,true,true,true,10.31,0.34,621,18.02,5.1,197,52.9,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|0.8|-|-|-|-,1795,1805,95.00,73.40,false,false
2017-07-13T08:37:55-0700,7.29,89,true,true,true,10.31,0.34,624,18.12,5.12,220,53.6,-|-|-|-|3.3|-|-|-|-|-|-|-|-|-|-,-|-|0.16|-|-|-|-|-|-|-|-|-|-|-|-,1802,1796,95.00,73.40,false,false
2017-07-13T08:37:56-0700,7.92,89,true,true,true,10.31,0.35,628,18.14,5.16,239,53.1,-|-|-|-|-|-|-|-|-|3.32|-|-|-|-|-,-|-|-|3.04|-|-|-|-|-|-|-|-|-|-|-,1798,1758,93.20,73.40,false,false
2017-07-13T08:37:57-0700,8.05,89,true,true,true,10.31,0.35,632,18.16,5.2,243,53.5,-|-|-|-|-|-|-|-|-|-|-|-|-|3.32|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1801,1777,93.20,73.40,false,false
2017-07-13T08:37:58-0700,8.48,89,true,true,true,10.31,0.35,636,18.16,5.24,256,53.7,-|-|3.34|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1802,1876,93.20,73.40,false,false
2017-07-13T08:37:59-0700,8.75,89,true,true,true,10.31,0.35,639,18.18,5.3,264,53.7,-|-|-|-|-|-|-|3.34|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1803,1705,93.20,73.40,false,false
2017-07-13T08:38:00-0700,8.85,89,true,true,true,10.31,0.36,643,18.18,5.46,267,53.6,-|-|-|-|-|-|-|-|-|-|-|-|3.34|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1801,1902,93.20,73.40,false,false
2017-07-13T08:38:01-0700,8.95,89,true,true,true,10.31,0.36,648,18.18,5.6,270,53.6,-|3.34|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1800,1697,93.20,73.40,false,false
2017-07-13T08:38:02-0700,9.28,89,true,true,true,10.31,0.36,652,18.18,5.7,280,54.0,-|-|-|-|-|3.34|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1804,1853,93.20,73.40,false,false
2017-07-13T08:38:03-0700,8.68,89,true,true,true,10.31,0.36,656,18.18,5.88,262,54.3,-|-|-|-|-|-|-|-|-|-|3.36|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1805,1907,93.20,73.40,false,false
2017-07-13T08:38:04-0700,8.82,89,true,true,true,10.31,0.36,659,18.18,6.06,266,53.6,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1801,1699,93.20,73.40,false,false
2017-07-13T08:38:05-0700,8.68,89,true,true,true,10.31,0.37,664,18.18,6.16,262,53.8,-|-|-|-|3.34|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1801,1786,93.20,73.40,false,false
2017-07-13T08:38:06-0700,9.91,89,true,true,true,10.31,0.37,668,18.2,6.2,299,53.9,-|-|-|-|-|-|-|-|-|3.36|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1803,1889,93.20,73.40,false,false
2017-07-13T08:38:07-0700,10.31,89,true,true,true,10.31,0.37,673,18.2,6.34,311,53.9,-|-|-|-|-|-|-|-|-|-|-|-|-|3.36|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1801,1716,91.40,73.40,false,false
2017-07-13T08:38:08-0700,10.21,89,true,true,true,10.31,0.37,677,18.2,6.46,308,54.2,-|-|3.36|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1802,1806,91.40,73.40,false,false
2017-07-13T08:38:09-0700,10.44,89,true,true,true,10.61,0.38,682,18.2,6.6,315,54.0,-|-|-|-|-|-|-|3.36|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1802,1918,91.40,73.40,false,false
2017-07-13T08:38:10-0700,9.45,89,true,true,true,10.71,0.38,687,18.2,6.9,285,54.4,-|-|-|-|-|-|-|-|-|-|-|-|3.38|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1805,1682,91.40,73.40,false,false
2017-07-13T08:38:11-0700,9.08,89,true,true,true,10.71,0.38,691,18.2,7.1,274,54.1,3.38|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1802,1816,91.40,73.40,false,false
2017-07-13T08:38:12-0700,9.18,89,true,true,true,10.71,0.38,694,18.2,7.22,277,54.0,-|-|-|-|-|3.36|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1800,1896,91.40,73.40,false,false
2017-07-13T08:38:13-0700,9.45,89,true,true,true,10.71,0.39,700,18.2,7.32,285,53.9,-|-|-|-|-|-|-|-|-|-|3.36|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1803,1696,91.40,73.40,false,false
2017-07-13T08:38:14-0700,9.28,89,true,true,true,10.71,0.39,704,18.2,7.5,280,54.9,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1808,1881,91.40,73.40,false,false
2017-07-13T08:38:15-0700,6.16,89,true,true,true,10.71,0.39,707,18.2,7.96,186,54.8,-|-|-|-|3.4|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1810,1789,93.20,73.40,false,false
2017-07-13T08:38:16-0700,4.97,89,true,true,true,10.71,0.39,710,18.2,8.2,150,54.5,-|-|-|-|-|-|-|-|3.4|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1807,1807,93.20,73.40,false,false
2017-07-13T08:38:17-0700,3.35,89,true,true,true,10.71,0.39,712,18.2,8.32,101,54.3,-|-|-|-|-|-|-|-|-|-|-|-|-|3.38|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1804,1819,93.20,73.40,false,false
2017-07-13T08:38:18-0700,2.62,89,true,true,true,10.71,0.39,714,18.2,8.4,79,54.2,-|-|3.38|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1805,1790,93.20,73.40,false,false
2017-07-13T08:38:19-0700,1.82,89,true,true,true,10.71,0.39,714,18.2,8.44,55,54.0,-|-|-|-|-|-|-|3.36|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1802,1798,93.20,73.40,false,false
2017-07-13T08:38:20-0700,4.11,89,true,true,true,10.71,0.40,716,18.32,8.44,124,53.4,-|-|-|-|-|-|-|-|-|-|-|-|3.34|-|-,-|-|-|-|-|-|-|2.56|-|-|-|-|-|-|-,1795,1805,93.20,73.40,false,false
2017-07-13T08:38:21-0700,5.40,89,true,true,true,10.71,0.40,718,18.44,8.44,163,53.4,3.34|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|4.32|-|-|-|-|-,1796,1792,93.20,73.40,false,false
2017-07-13T08:38:22-0700,6.40,89,true,true,true,10.71,0.40,721,18.54,8.44,193,53.4,-|-|-|-|-|3.34|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|4.96|-|-|-|-|-|-|-,1796,1773,93.20,73.40,false,false
2017-07-13T08:38:23-0700,7.62,89,true,true,true,10.71,0.40,724,18.74,8.44,230,53.2,-|-|-|-|-|-|-|-|-|-|3.32|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1795,1821,93.20,73.40,false,false
2017-07-13T08:38:24-0700,8.68,89,true,true,true,10.71,0.40,727,18.96,8.44,262,53.2,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|0.8|-|-|-|-,1796,1749,93.20,73.40,false,false
2017-07-13T08:38:25-0700,9.08,89,true,true,true,10.71,0.40,731,19.0,8.46,274,53.2,-|-|-|-|3.34|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|2.72|-|-|-|-|-,1797,1879,93.20,73.40,false,false
2017-07-13T08:38:26-0700,9.78,89,true,true,true,10.71,0.41,736,19.06,8.52,295,54.0,-|-|-|-|-|-|-|-|3.34|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1804,1789,93.20,73.40,false,false
2017-07-13T08:38:27-0700,10.54,89,true,true,true,10.71,0.41,741,19.06,8.6,318,53.7,-|-|-|-|-|-|-|-|-|-|-|-|-|3.38|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1802,1887,93.20,73.40,false,false
2017-07-13T08:38:28-0700,10.77,89,true,true,true,10.77,0.41,745,19.08,8.76,325,53.9,-|-|3.34|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1800,1710,93.20,73.40,false,false
2017-07-13T08:38:29-0700,11.37,89,true,true,true,11.37,0.41,750,19.08,8.88,343,54.0,-|-|-|-|-|-|-|3.36|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1802,1847,93.20,73.40,false,false
2017-07-13T08:38:30-0700,11.43,89,true,true,true,11.50,0.42,755,19.1,8.98,345,54.3,-|-|-|-|-|-|-|-|-|-|-|-|3.34|-|-,-|-|-|4.64|-|-|-|-|-|-|-|-|-|-|-,1803,1731,93.20,73.40,false,false
2017-07-13T08:38:31-0700,11.90,89,true,true,true,11.90,0.42,761,19.1,9.08,359,54.0,3.34|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1802,1789,93.20,73.40,false,false
2017-07-13T08:38:32-0700,12.00,89,true,true,true,12.00,0.42,766,19.1,9.14,362,54.0,-|-|-|-|-|3.36|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1801,1797,93.20,73.40,false,false
2017-07-13T08:38:33-0700,12.20,89,true,true,true,12.26,0.43,771,19.1,9.26,368,54.0,-|-|-|-|-|-|-|-|-|-|3.38|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1800,1801,93.20,73.40,false,false
2017-07-13T08:38:34-0700,12.20,89,true,true,true,12.53,0.43,777,19.12,9.38,368,54.5,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1804,1804,91.40,73.40,false,false
2017-07-13T08:38:35-0700,12.36,89,true,true,true,12.53,0.43,783,19.12,9.5,373,54.2,-|-|-|3.38|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1801,1768,91.40,73.40,false,false
2017-07-13T08:38:36-0700,11.87,89,true,true,true,12.53,0.44,789,19.12,9.62,358,54.4,-|-|-|-|-|-|-|-|3.38|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1803,1850,91.40,75.20,false,false
2017-07-13T08:38:37-0700,12.00,89,true,true,true,12.53,0.44,794,19.12,9.76,362,54.7,-|-|-|-|-|-|-|-|-|-|-|-|-|3.38|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1801,1767,91.40,75.20,false,false
2017-07-13T08:38:38-0700,11.63,89,true,true,true,12.53,0.44,799,19.12,10.0,351,54.6,-|-|3.4|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1803,1779,91.40,73.40,false,false
2017-07-13T08:38:39-0700,10.54,90,true,true,true,12.53,0.44,804,19.12,10.3,318,55.2,-|-|-|-|-|-|3.4|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1807,1775,91.40,75.20,false,false
2017-07-13T08:38:40-0700,9.55,90,true,true,true,12.53,0.45,809,19.12,10.54,288,54.7,-|-|-|-|-|-|-|-|-|-|-|3.42|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1804,1772,91.40,75.20,false,false
2017-07-13T08:38:41-0700,8.92,90,true,true,true,12.53,0.45,813,19.12,10.7,269,54.7,3.4|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1809,1834,91.40,75.20,false,false
2017-07-13T08:38:42-0700,8.55,90,true,true,true,12.53,0.45,817,19.12,10.88,258,54.9,-|-|-|-|-|3.4|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1806,1764,91.40,75.20,false,false
2017-07-13T08:38:43-0700,6.83,90,true,true,false,12.53,0.45,820,19.12,11.16,206,55.4,-|-|-|-|-|-|-|-|-|-|3.42|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1813,1838,91.40,75.20,false,false
2017-07-13T08:38:44-0700,4.34,90,true,true,true,12.53,0.45,823,19.14,11.3,131,54.2,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|4.64|-|-|-|-|-|-|-|-|-|-|-,1798,1895,93.20,75.20,false,false
2017-07-13T08:38:45-0700,5.14,90,true,true,true,12.53,0.46,825,19.46,11.3,155,53.2,-|-|-|3.38|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1790,1845,93.20,75.20,false,false
2017-07-13T08:38:46-0700,6.70,90,true,true,true,12.53,0.46,828,19.72,11.3,202,52.8,-|-|-|-|-|-|-|-|3.32|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1789,1783,93.20,75.20,false,false
2017-07-13T08:38:47-0700,8.25,90,true,true,true,12.53,0.46,831,20.02,11.3,249,53.1,-|-|-|-|-|-|-|-|-|-|-|-|-|3.32|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1790,1798,93.20,75.20,false,false
2017-07-13T08:38:48-0700,9.35,89,true,true,true,12.53,0.46,835,20.4,11.3,282,52.6,-|-|3.28|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1793,1833,93.20,75.20,false,false
2017-07-13T08:38:49-0700,10.01,89,true,true,true,12.53,0.46,840,20.72,11.3,302,53.1,-|-|-|-|-|-|3.28|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1796,1744,93.20,75.20,false,false
2017-07-13T08:38:50-0700,9.28,89,true,true,true,12.53,0.47,844,20.82,11.3,280,53.2,-|-|-|-|-|-|-|-|-|-|-|3.3|-|-|-,-|-|-|-|-|-|-|3.36|-|-|-|-|-|-|-,1797,1880,93.20,75.20,false,false
2017-07-13T08:38:51-0700,9.81,89,true,true,true,12.53,0.47,849,21.06,11.3,296,52.6,3.34|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1795,1734,93.20,75.20,false,false
2017-07-13T08:38:52-0700,9.51,89,true,true,true,12.53,0.47,853,21.28,11.3,287,53.1,-|-|-|-|-|3.3|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|1.76|-|-|-|-|-|-|-,1796,1875,93.20,75.20,false,false
2017-07-13T08:38:53-0700,10.21,89,true,true,true,12.53,0.47,857,21.6,11.3,308,52.2,-|-|-|-|-|-|-|-|-|-|3.26|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1791,1738,93.20,75.20,false,false
2017-07-13T08:38:54-0700,10.64,89,true,true,true,12.53,0.48,863,21.86,11.3,321,53.2,-|-|-|-|-|-|-|-|-|-|-|-|-|-|3.26,-|-|-|-|-|3.2|-|-|-|-|-|-|-|-|-,1798,1815,93.20,75.20,false,false
2017-07-13T08:38:55-0700,10.54,89,true,true,true,12.53,0.48,867,22.04,11.3,318,52.6,-|-|-|3.3|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|0.8|-|-|-|-,1797,1872,93.20,75.20,false,false
2017-07-13T08:38:56-0700,10.87,89,true,true,true,12.53,0.48,872,22.28,11.3,328,52.1,-|-|-|-|-|-|-|-|3.3|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1795,1719,93.20,75.20,false,false
2017-07-13T08:38:57-0700,10.87,89,true,true,true,12.53,0.48,877,22.52,11.3,328,53.2,-|-|-|-|-|-|-|-|-|-|-|-|-|3.26|-,-|-|4.96|-|-|-|-|-|-|-|-|-|-|-|-,1799,1825,93.20,75.20,false,false
2017-07-13T08:38:58-0700,10.44,89,true,true,true,12.53,0.49,882,22.66,11.3,315,53.3,-|-|3.32|-|-|-|-|-|-|-|-|-|-|-|-,-|-|4.96|-|-|-|-|-|-|-|-|-|-|-|-,1799,1836,93.20,75.20,false,false
2017-07-13T08:38:59-0700,10.31,89,true,true,true,12.53,0.49,886,22.84,11.3,311,52.9,-|-|-|-|-|-|3.32|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|1.92|-|-|-|-|-,1797,1737,93.20,75.20,false,false
2017-07-13T08:39:00-0700,9.35,89,true,true,true,12.53,0.49,891,22.94,11.3,282,53.3,-|-|-|-|-|-|-|-|-|-|-|3.3|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|1.92,1797,1826,93.20,75.20,false,false
2017-07-13T08:39:01-0700,9.55,89,true,true,true,12.53,0.49,895,23.06,11.3,288,53.0,3.3|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|3.2|-|-|-|-|-|-|-|-|-,1797,1857,93.20,75.20,false,false
2017-07-13T08:39:02-0700,10.44,89,true,true,true,12.53,0.50,900,23.32,11.3,315,52.2,-|-|-|-|-|3.26|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1793,1717,93.20,75.20,false,false
2017-07-13T08:39:03-0700,10.21,89,true,true,true,12.53,0.50,905,23.52,11.32,308,53.0,-|-|-|-|-|-|-|-|-|-|3.28|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1797,1775,93.20,75.20,false,false
2017-07-13T08:39:04-0700,10.77,89,true,true,true,12.53,0.50,910,23.7,11.32,325,52.6,-|-|-|-|-|-|-|-|-|-|-|-|-|-|3.3,-|-|-|-|-|-|-|2.56|-|-|-|-|-|-|-,1799,1757,93.20,75.20,false,false
2017-07-13T08:39:05-0700,10.77,89,true,true,true,12.53,0.50,914,23.88,11.32,325,52.6,-|-|-|3.28|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|4.96|-|-,1798,1768,93.20,75.20,false,false
2017-07-13T08:39:06-0700,10.87,89,true,true,true,12.53,0.51,919,24.08,11.32,328,52.8,-|-|-|-|-|-|-|-|3.26|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|2.88|-|-|-,1797,1734,93.20,75.20,false,false
2017-07-13T08:39:07-0700,10.64,89,true,true,true,12.53,0.51,924,24.32,11.32,321,52.7,-|-|-|-|-|-|-|-|-|-|-|-|-|3.3|-,-|-|-|-|-|-|-|-|-|-|-|1.28|-|-|-,1796,1716,93.20,75.20,false,false
2017-07-13T08:39:08-0700,10.21,89,true,true,true,12.53,0.51,929,24.64,11.32,308,52.5,-|-|3.26|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1795,1744,93.20,75.20,false,false
2017-07-13T08:39:09-0700,9.91,89,true,true,true,12.53,0.52,934,24.88,11.32,299,52.0,-|-|-|-|-|-|3.26|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1794,1779,93.20,75.20,false,false
2017-07-13T08:39:10-0700,9.98,89,true,true,true,12.53,0.52,938,25.12,11.32,301,53.0,-|-|-|-|-|-|-|-|-|-|-|3.26|-|-|-,-|-|4.96|-|-|-|-|-|-|-|-|-|-|-|-,1798,1804,93.20,75.20,false,false
2017-07-13T08:39:11-0700,9.98,89,true,true,true,12.53,0.52,942,25.22,11.32,301,52.9,3.3|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|3.68|-|-|-|-|-|-|-|-,1801,1767,93.20,75.20,false,false
2017-07-13T08:39:12-0700,9.81,89,true,true,true,12.53,0.52,947,25.24,11.34,296,53.4,-|-|-|-|-|3.32|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1801,1825,93.20,75.20,false,false
2017-07-13T08:39:13-0700,9.08,89,true,true,true,12.53,0.53,952,25.24,11.58,274,54.2,-|-|-|-|-|-|-|-|-|3.32|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1803,1895,93.20,75.20,false,false
2017-07-13T08:39:14-0700,8.85,89,true,true,true,12.53,0.53,955,25.34,11.6,267,52.0,-|-|-|-|-|-|-|-|-|-|-|-|-|3.32|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1789,1798,93.20,75.20,false,false
2017-07-13T08:39:15-0700,10.21,88,true,true,true,12.53,0.53,961,25.88,11.6,308,52.7,-|-|-|3.26|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1795,1799,93.20,75.20,false,false
2017-07-13T08:39:16-0700,10.31,88,true,true,true,12.53,0.53,964,26.02,11.6,311,53.1,-|-|-|-|-|-|-|-|3.28|-|-|-|-|-|-,-|2.08|-|-|-|-|-|-|-|-|-|-|-|-|-,1799,1787,93.20,75.20,false,false
2017-07-13T08:39:17-0700,10.31,88,true,true,true,12.53,0.54,970,26.08,11.66,311,53.5,-|-|-|-|-|-|-|-|-|-|-|-|-|3.38|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1802,1865,93.20,75.20,false,false
2017-07-13T08:39:18-0700,7.76,88,true,true,true,12.53,0.54,974,26.3,11.74,234,52.2,-|3.38|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1793,1811,93.20,75.20,false,false
2017-07-13T08:39:19-0700,9.08,88,true,true,true,12.53,0.54,978,26.6,11.74,274,51.8,-|-|-|-|-|-|3.28|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1789,1819,93.20,75.20,false,false
2017-07-13T08:39:20-0700,10.54,88,true,true,true,12.53,0.54,982,27.16,11.74,318,51.4,-|-|-|-|-|-|-|-|-|-|-|3.24|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1792,1744,93.20,75.20,false,false
2017-07-13T08:39:21-0700,11.24,88,true,true,true,12.53,0.55,987,27.64,11.74,339,51.7,3.24|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1792,1888,93.20,75.20,false,false
2017-07-13T08:39:22-0700,12.06,88,true,true,true,12.53,0.55,992,28.1,11.74,364,51.7,-|-|-|-|-|3.26|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1793,1742,93.20,75.20,false,false
2017-07-13T08:39:23-0700,12.20,88,true,true,true,12.53,0.55,998,28.42,11.74,368,52.4,-|-|-|-|-|-|-|-|-|3.26|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|2.08|-|-|-,1797,1852,93.20,75.20,false,false
2017-07-13T08:39:24-0700,12.10,88,true,true,true,12.53,0.55,1004,28.62,11.74,365,51.8,-|-|-|-|-|-|-|-|-|-|-|-|-|-|3.26,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1796,1879,93.20,75.20,false,false
2017-07-13T08:39:25-0700,12.06,88,true,true,true,12.53,0.56,1009,28.84,11.74,364,52.3,-|-|-|3.26|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1797,1748,93.20,75.20,false,false
2017-07-13T08:39:26-0700,11.30,88,true,true,true,12.53,0.56,1014,29.0,11.74,341,53.0,-|-|-|-|-|-|-|-|3.3|-|-|-|-|-|-,-|-|-|2.24|-|-|-|-|-|-|-|-|-|-|-,1800,1795,93.20,75.20,false,false
