time,speed,battery,rider_detected,rider_detected_pad1,rider_detected_pad2,speed_max,odometer,odometer_tire_revs,trip_amps,trip_amps_regen,speed_rpm,battery_voltage,battery_cells,current_amps,tilt_angle_pitch,tilt_angle_roll,controller_temp,motor_temp,charging,crash_state
2017-07-13T08:42:08-0700,12.53,80,true,true,true,13.16,0.94,1708,72.64,14.0,378,51.5,-|-|-|-|-|-|-|-|-|-|-|3.24|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1797,1903,95.00,78.80,false,false
2017-07-13T08:42:09-0700,12.83,80,true,true,true,13.16,0.95,1712,72.98,14.0,387,51.8,3.24|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1793,1676,95.00,78.80,false,false
2017-07-13T08:42:10-0700,12.99,80,true,true,true,13.16,0.95,1719,73.36,14.0,392,52.2,-|-|-|-|-|3.22|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|0.64|-,1809,1888,95.00,78.80,false,false
2017-07-13T08:42:11-0700,12.99,80,true,true,true,13.16,0.95,1725,73.62,14.0,392,52.4,-|-|-|-|-|-|-|-|-|-|3.24|-|-|-|-,-|-|-|-|-|3.2|-|-|-|-|-|-|-|-|-,1807,1766,95.00,78.80,false,false
2017-07-13T08:42:12-0700,12.66,80,true,true,true,13.16,0.96,1731,73.82,14.0,382,52.3,-|-|-|-|-|-|-|-|-|-|-|-|-|-|3.24,-|-|-|-|-|-|-|-|-|-|-|2.08|-|-|-,1801,1784,95.00,78.80,false,false
2017-07-13T08:42:13-0700,12.20,80,true,true,true,13.16,0.96,1736,73.9,14.0,368,52.7,-|-|-|3.28|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|4.64|-|-|-|-|-|-,1799,1772,95.00,78.80,false,false
2017-07-13T08:42:14-0700,11.73,80,true,true,true,13.16,0.96,1741,74.02,14.0,354,52.2,-|-|-|-|-|-|-|-|3.26|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|3.52,1797,1783,95.00,78.80,false,false
2017-07-13T08:42:15-0700,11.77,79,true,true,true,13.16,0.96,1746,74.2,14.0,355,52.3,-|-|-|-|-|-|-|-|-|-|-|-|-|3.26|-,-|-|-|-|-|-|-|-|-|-|-|-|0.96|-|-,1797,1788,95.00,78.80,false,false
2017-07-13T08:42:16-0700,11.77,79,true,true,true,13.16,0.97,1752,74.4,14.0,355,52.4,-|-|3.24|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|3.52|-|-|-|-|-,1798,1790,95.00,78.80,false,false
2017-07-13T08:42:17-0700,11.77,79,true,true,true,13.16,0.97,1758,74.62,14.0,355,52.1,-|-|-|-|-|-|3.24|-|-|-|-|-|-|-|-,-|-|-|-|-|-|2.88|-|-|-|-|-|-|-|-,1796,1794,95.00,78.80,false,false
2017-07-13T08:42:18-0700,11.60,79,true,true,true,13.16,0.97,1763,74.76,14.0,350,52.2,-|-|-|-|-|-|-|-|-|-|-|3.28|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|3.04|-,1797,1771,95.00,78.80,false,false
2017-07-13T08:44:39-0700,12.40,79,true,true,true,13.16,1.35,2445,93.96,14.0,374,52.1,-|-|-|-|-|-|-|3.26|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|3.68|-|-|-,1796,1777,95.00,78.80,false,false
2017-07-13T08:44:40-0700,11.90,77,true,true,true,13.16,1.35,2450,94.08,20.26,359,53.2,-|-|-|-|-|-|-|-|-|-|-|-|3.28|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1802,1774,95.00,78.80,false,false
2017-07-13T08:44:41-0700,10.31,77,true,true,true,13.16,1.36,2456,94.1,20.34,311,53.6,3.3|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1805,1876,95.00,78.80,false,false
2017-07-13T08:44:42-0700,8.12,77,true,true,true,13.16,1.36,2460,94.1,20.5,245,53.5,-|-|-|-|-|3.32|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1803,1809,95.00,78.80,false,false
2017-07-13T08:44:43-0700,5.97,77,true,true,true,13.16,1.36,2464,94.1,20.66,180,53.2,-|-|-|-|-|-|-|-|-|-|3.32|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1800,1817,95.00,78.80,false,false
2017-07-13T08:44:44-0700,6.53,77,true,true,true,13.16,1.36,2466,94.26,20.66,197,52.3,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1794,1803,95.00,78.80,false,false
2017-07-13T08:44:45-0700,7.19,77,true,true,true,13.16,1.36,2469,94.46,20.66,217,51.8,-|-|-|-|3.28|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1792,1841,95.00,78.80,false,false
2017-07-13T08:44:46-0700,7.42,77,true,true,true,13.16,1.37,2473,94.82,20.66,224,51.8,-|-|-|-|-|-|-|-|3.26|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1792,1850,95.00,78.80,false,false
2017-07-13T08:44:47-0700,7.42,77,true,true,true,13.16,1.37,2476,95.16,20.66,224,51.7,-|-|-|-|-|-|-|-|-|-|-|-|-|3.24|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1789,1862,95.00,78.80,false,false
2017-07-13T08:44:48-0700,7.99,77,true,true,true,13.16,1.37,2479,95.7,20.66,241,51.2,-|-|3.2|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1790,1798,95.00,80.60,false,false
2017-07-13T08:44:49-0700,8.68,77,true,true,true,13.16,1.37,2484,96.24,20.66,262,51.0,-|-|-|-|-|-|-|3.22|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1789,1776,95.00,80.60,false,false
2017-07-13T08:44:50-0700,9.61,76,true,true,true,13.16,1.37,2488,96.98,20.66,290,50.8,-|-|-|-|-|-|-|-|-|-|-|-|3.22|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1789,1823,95.00,80.60,false,false
2017-07-13T08:44:51-0700,10.11,76,true,true,true,13.16,1.38,2493,97.62,20.66,305,50.4,3.2|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1787,1717,95.00,80.60,false,false
2017-07-13T08:44:52-0700,10.44,76,true,true,true,13.16,1.38,2497,98.1,20.66,315,51.0,-|-|-|-|-|3.18|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1792,1843,96.80,82.40,false,false
2017-07-13T08:44:53-0700,10.51,76,true,true,true,13.16,1.38,2501,98.62,20.66,317,50.8,-|-|-|-|-|-|-|-|-|-|3.2|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1790,1731,96.80,80.60,false,false
2017-07-13T08:44:54-0700,10.87,76,true,true,true,13.16,1.38,2506,99.3,20.66,328,50.7,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1789,1823,96.80,82.40,false,false
2017-07-13T08:44:55-0700,11.00,76,true,true,true,13.16,1.39,2512,99.84,20.66,332,50.6,-|-|-|-|3.2|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1789,1730,96.80,80.60,false,false
2017-07-13T08:44:56-0700,11.00,76,true,true,true,13.16,1.39,2517,100.42,20.66,332,50.9,-|-|-|-|-|-|-|-|3.2|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1791,1818,96.80,82.40,false,false
2017-07-13T08:44:57-0700,10.87,76,true,true,true,13.16,1.39,2522,100.92,20.66,328,50.8,-|-|-|-|-|-|-|-|-|-|-|-|-|3.18|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1791,1743,98.60,82.40,false,false
2017-07-13T08:44:58-0700,10.87,75,true,true,true,13.16,1.40,2526,101.5,20.66,328,50.4,-|-|3.16|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1788,1767,98.60,80.60,false,false
2017-07-13T08:44:59-0700,10.77,75,true,true,true,13.16,1.40,2531,102.06,20.66,325,50.6,-|-|-|-|-|-|-|3.2|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1790,1746,98.60,82.40,false,false
2017-07-13T08:45:00-0700,10.87,75,true,true,true,13.16,1.40,2537,102.82,20.66,328,50.5,-|-|-|-|-|-|-|-|-|-|-|3.18|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1790,1823,98.60,82.40,false,false
2017-07-13T08:45:01-0700,11.14,75,true,true,true,13.16,1.40,2542,103.26,20.66,336,50.4,3.2|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1790,1726,98.60,82.40,false,false
2017-07-13T08:45:02-0700,11.37,75,true,true,true,13.16,1.41,2546,103.94,20.66,343,50.2,-|-|-|-|-|3.16|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1789,1867,98.60,82.40,false,false
2017-07-13T08:45:03-0700,11.77,75,true,true,true,13.16,1.41,2551,104.62,20.66,355,50.4,-|-|-|-|-|-|-|-|-|-|3.16|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1790,1730,98.60,82.40,false,false
2017-07-13T08:45:04-0700,11.90,75,true,true,true,13.16,1.41,2557,105.36,20.66,359,50.1,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1789,1855,100.40,82.40,false,false
2017-07-13T08:45:05-0700,11.90,75,true,true,true,13.16,1.42,2563,106.0,20.66,359,50.2,-|-|-|3.18|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1790,1703,100.40,82.40,false,false
2017-07-13T08:45:06-0700,11.77,74,true,true,true,13.16,1.42,2568,106.58,20.66,355,50.3,-|-|-|-|-|-|-|-|3.16|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1790,1881,100.40,82.40,false,false
2017-07-13T08:45:07-0700,11.77,74,true,true,true,13.16,1.42,2573,107.2,20.66,355,49.9,-|-|-|-|-|-|-|-|-|-|-|-|-|3.16|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1790,1715,100.40,82.40,false,false
2017-07-13T08:45:08-0700,11.63,74,true,true,true,13.16,1.42,2578,107.8,20.66,351,50.7,-|-|3.16|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1792,1857,100.40,82.40,false,false
2017-07-13T08:45:09-0700,11.30,74,true,true,true,13.16,1.43,2584,108.18,20.66,341,50.9,-|-|-|-|-|-|-|3.2|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1792,1712,100.40,82.40,false,false
2017-07-13T08:45:10-0700,10.97,74,true,true,true,13.16,1.43,2589,108.76,20.66,331,50.2,-|-|-|-|-|-|-|-|-|-|-|3.2|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1791,1886,100.40,82.40,false,false
2017-07-13T08:45:11-0700,11.14,74,true,true,true,13.16,1.43,2594,109.24,20.66,336,50.0,3.2|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1793,1704,100.40,82.40,false,false
2017-07-13T08:45:12-0700,11.00,74,true,true,true,13.16,1.44,2599,109.72,20.66,332,50.6,-|-|-|-|-|3.18|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1792,1825,100.40,82.40,false,false
2017-07-13T08:45:13-0700,11.43,74,true,true,true,13.16,1.44,2604,110.2,20.66,345,51.2,-|-|-|-|-|-|-|-|-|-|3.2|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1794,1707,100.40,82.40,false,false
2017-07-13T08:45:14-0700,11.63,74,true,true,true,13.16,1.44,2609,110.66,20.66,351,51.1,-|-|-|-|-|-|-|-|-|-|-|-|-|-|3.18,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1793,1871,100.40,82.40,false,false
2017-07-13T08:45:15-0700,11.77,74,true,true,true,13.16,1.44,2615,110.94,20.66,355,51.2,-|-|-|3.2|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1794,1722,100.40,82.40,false,false
2017-07-13T08:45:16-0700,12.00,73,true,true,true,13.16,1.45,2621,111.36,20.66,362,51.3,-|-|-|-|-|-|-|-|3.2|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1795,1860,100.40,82.40,false,false
2017-07-13T08:45:17-0700,12.20,73,true,true,true,13.16,1.45,2625,111.62,20.66,368,51.4,-|-|-|-|-|-|-|-|-|-|-|-|-|3.22|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1795,1719,100.40,82.40,false,false
2017-07-13T08:45:18-0700,12.06,73,true,true,true,13.16,1.45,2631,111.94,20.66,364,51.4,-|-|3.22|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|2.72,1795,1848,100.40,82.40,false,false
2017-07-13T08:45:19-0700,12.20,73,true,true,true,13.16,1.46,2636,112.3,20.66,368,51.0,-|-|-|-|-|-|3.22|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1793,1695,100.40,82.40,false,false
2017-07-13T08:45:20-0700,12.36,73,true,true,true,13.16,1.46,2642,112.6,20.66,373,51.3,-|-|-|-|-|-|-|-|-|-|-|3.22|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1795,1869,100.40,82.40,false,false
2017-07-13T08:45:21-0700,11.87,73,true,true,true,13.16,1.46,2648,112.94,20.66,358,51.2,3.22|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1797,1767,100.40,82.40,false,false
2017-07-13T08:45:22-0700,11.37,73,true,true,true,13.16,1.46,2652,113.08,20.66,343,51.9,-|-|-|-|-|3.22|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|3.52|-|-|-|-|-,1797,1801,98.60,82.40,false,false
2017-07-13T08:45:23-0700,11.50,73,true,true,true,13.16,1.47,2657,113.36,20.66,347,51.5,-|-|-|-|-|-|-|-|-|-|3.2|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1794,1784,98.60,82.40,false,false
2017-07-13T08:45:24-0700,11.17,73,true,true,true,13.16,1.47,2663,113.56,20.66,337,50.8,-|-|-|-|-|-|-|-|-|-|-|-|-|-|3.18,-|-|-|-|-|-|-|-|-|-|3.2|-|-|-|-,1792,1755,98.60,82.40,false,false
2017-07-13T08:45:25-0700,12.36,73,true,true,true,13.16,1.47,2669,114.18,20.66,373,50.6,-|-|-|3.18|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1791,1793,98.60,82.40,false,false
2017-07-13T08:45:26-0700,12.83,73,true,true,true,13.16,1.48,2673,114.72,20.66,387,50.7,-|-|-|-|-|-|-|-|3.18|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1791,1759,98.60,82.40,false,false
2017-07-13T08:45:27-0700,13.36,73,true,true,true,13.52,1.48,2680,115.34,20.66,403,51.2,-|-|-|-|-|-|-|-|-|-|-|-|-|3.14|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1818,1750,98.60,82.40,false,false
2017-07-13T08:45:28-0700,13.16,73,true,true,true,13.52,1.48,2686,115.7,20.66,397,51.1,-|3.2|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1810,1757,98.60,82.40,false,false
2017-07-13T08:45:29-0700,12.63,73,true,true,true,13.52,1.49,2692,116.1,20.66,381,51.3,-|-|-|-|-|-|3.18|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1808,1755,98.60,82.40,false,false
2017-07-13T08:45:30-0700,12.53,73,true,true,true,13.52,1.49,2698,116.38,20.66,378,51.4,-|-|-|-|-|-|-|-|-|-|-|3.22|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1797,1774,98.60,82.40,false,false
2017-07-13T08:45:31-0700,12.53,72,true,true,true,13.52,1.49,2703,116.7,20.66,378,51.5,3.2|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1794,1812,98.60,82.40,false,false
2017-07-13T08:45:32-0700,12.66,72,true,true,true,13.52,1.50,2709,117.22,20.66,382,51.3,-|-|-|-|-|3.18|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1797,1756,98.60,82.40,false,false
2017-07-13T08:45:33-0700,12.99,72,true,true,true,13.52,1.50,2714,117.58,20.66,392,51.7,-|-|-|-|-|-|-|-|-|3.2|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1804,1791,98.60,82.40,false,false
2017-07-13T08:45:34-0700,12.66,72,true,true,true,13.52,1.50,2720,117.9,20.66,382,51.7,-|-|-|-|-|-|-|-|-|-|-|-|-|-|3.18,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1802,1752,98.60,82.40,false,false
2017-07-13T08:45:35-0700,12.66,72,true,true,true,13.52,1.51,2725,118.3,20.66,382,51.6,-|-|-|3.2|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1797,1815,98.60,82.40,false,false
2017-07-13T08:45:36-0700,12.63,72,true,true,true,13.52,1.51,2731,118.68,20.66,381,51.2,-|-|-|-|-|-|-|-|3.2|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1795,1734,98.60,82.40,false,false
2017-07-13T08:45:37-0700,12.53,72,true,true,true,13.52,1.51,2738,119.04,20.66,378,51.5,-|-|-|-|-|-|-|-|-|-|-|-|-|3.18|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1800,1781,98.60,82.40,false,false
2017-07-13T08:45:38-0700,12.99,72,true,true,true,13.52,1.52,2743,119.56,20.66,392,51.5,-|3.18|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1805,1828,98.60,82.40,false,false
2017-07-13T08:45:39-0700,12.40,72,true,true,true,13.52,1.52,2749,119.82,20.66,374,51.6,-|-|-|-|-|-|3.2|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1804,1817,98.60,82.40,false,false
2017-07-13T08:45:40-0700,12.20,72,true,true,true,13.52,1.52,2754,120.12,20.66,368,52.0,-|-|-|-|-|-|-|-|-|-|-|3.22|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|0.64|-,1799,1880,98.60,82.40,false,false
2017-07-13T08:45:41-0700,12.00,72,true,true,true,13.52,1.52,2760,120.44,20.66,362,51.5,3.22|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1795,1704,98.60,82.40,false,false
2017-07-13T08:45:42-0700,11.63,72,true,true,true,13.52,1.53,2765,120.72,20.66,351,52.0,-|-|-|-|-|3.2|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|4.32|-|-|-|-|-,1797,1857,98.60,82.40,false,false
2017-07-13T08:45:43-0700,11.90,72,true,true,true,13.52,1.53,2771,121.12,20.66,359,51.2,-|-|-|-|-|-|-|-|-|3.2|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1794,1745,98.60,82.40,false,false
2017-07-13T08:45:44-0700,12.20,72,true,true,true,13.52,1.53,2777,121.46,20.66,368,51.0,-|-|-|-|-|-|-|-|-|-|-|-|-|-|3.2,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1793,1880,98.60,82.40,false,false
2017-07-13T08:45:45-0700,12.36,71,true,true,true,13.52,1.54,2781,121.92,20.66,373,50.5,-|-|-|3.22|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1791,1708,98.60,82.40,false,false
2017-07-13T08:45:46-0700,12.66,71,true,true,true,13.52,1.54,2787,122.38,20.66,382,51.4,-|-|-|-|-|-|-|-|3.2|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1796,1890,98.60,82.40,false,false
2017-07-13T08:45:47-0700,12.66,71,true,true,true,13.52,1.54,2793,122.76,20.66,382,51.2,-|-|-|-|-|-|-|-|-|-|-|-|3.2|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1796,1754,98.60,82.40,false,false
2017-07-13T08:45:48-0700,12.83,71,true,true,true,13.52,1.55,2799,123.14,20.66,387,50.6,-|3.2|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1795,1684,98.60,82.40,false,false
2017-07-13T08:45:49-0700,12.26,71,true,true,true,13.52,1.55,2805,123.48,20.66,370,51.6,-|-|-|-|-|-|3.2|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1797,1860,98.60,82.40,false,false
2017-07-13T08:45:50-0700,12.13,71,true,true,true,13.52,1.55,2809,123.8,20.66,366,51.3,-|-|-|-|-|-|-|-|-|-|-|3.22|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1795,1720,98.60,82.40,false,false
2017-07-13T08:45:51-0700,11.43,71,true,true,true,13.52,1.56,2815,124.0,20.7,345,52.9,3.24|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1803,1839,98.60,82.40,false,false
2017-07-13T08:45:52-0700,7.62,71,true,true,true,13.52,1.56,2820,124.0,21.0,230,53.0,-|-|-|-|3.32|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1804,1767,98.60,82.40,false,false
2017-07-13T08:45:53-0700,5.93,71,true,true,true,13.52,1.56,2823,124.0,21.06,179,52.8,-|-|-|-|-|-|-|-|-|3.3|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1802,1795,98.60,82.40,false,false
2017-07-13T08:45:54-0700,4.44,71,true,true,true,13.52,1.56,2825,124.0,21.12,134,52.7,-|-|-|-|-|-|-|-|-|-|-|-|-|-|3.28,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1801,1788,98.60,82.40,false,false
2017-07-13T08:45:55-0700,2.59,71,true,true,true,13.52,1.56,2827,124.0,21.16,78,52.7,-|-|-|3.28|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1801,1791,98.60,82.40,false,false
2017-07-13T08:45:56-0700,1.33,71,true,true,true,13.52,1.56,2828,124.0,21.16,40,52.6,-|-|-|-|-|-|-|-|3.28|-|-|-|-|-|-,0.8|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1799,1749,96.80,82.40,false,false
2017-07-13T08:45:57-0700,0.40,71,true,true,true,13.52,1.56,2828,124.02,21.16,12,52.6,-|-|-|-|-|-|-|-|-|-|-|-|3.28|-|-,-|1.28|-|-|-|-|-|-|-|-|-|-|-|-|-,1797,1741,96.80,82.40,false,false
2017-07-13T08:45:58-0700,0.86,71,true,true,true,13.52,1.56,2829,124.06,21.16,26,52.5,-|3.28|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|1.44|-|-|-|-|-|-|-|-|-|-|-,1796,1796,96.80,82.40,false,false
2017-07-13T08:45:59-0700,0.36,71,true,true,true,13.52,1.56,2829,124.08,21.16,11,52.7,-|-|-|-|-|-|3.28|-|-|-|-|-|-|-|-,4.8|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1800,1929,96.80,82.40,false,false
2017-07-13T08:46:00-0700,0.73,71,true,true,true,13.52,1.56,2829,124.08,21.16,22,52.7,-|-|-|-|-|-|-|-|-|-|-|3.28|-|-|-,-|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1796,1817,96.80,82.40,false,false
2017-07-13T08:46:01-0700,0.07,71,true,true,true,13.52,1.56,2829,124.12,21.16,2,52.7,3.28|-|-|-|-|-|-|-|-|-|-|-|-|-|-,-|0.48|-|-|-|-|-|-|-|-|-|-|-|-|-,1798,1859,96.80,82.40,false,false
2017-07-13T08:46:02-0700,0.46,71,true,true,true,13.52,1.56,2830,124.14,21.16,14,52.8,-|-|-|-|3.28|-|-|-|-|-|-|-|-|-|-,2.4|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1797,1772,96.80,82.40,false,false
2017-07-13T08:46:03-0700,0.50,71,true,true,true,13.52,1.56,2830,124.16,21.16,15,52.6,-|-|-|-|-|-|-|-|-|3.28|-|-|-|-|-,-|-|3.36|-|-|-|-|-|-|-|-|-|-|-|-,1797,1763,96.80,82.40,false,false
2017-07-13T08:46:04-0700,0.23,71,true,true,true,13.52,1.56,2830,124.18,21.16,7,52.8,-|-|-|-|-|-|-|-|-|-|-|-|-|-|3.28,2.4|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1800,1835,96.80,82.40,false,false
2017-07-13T08:46:05-0700,0.00,71,true,true,true,13.52,1.56,2830,124.18,21.16,0,52.7,-|-|-|3.28|-|-|-|-|-|-|-|-|-|-|-,-|2.08|-|-|-|-|-|-|-|-|-|-|-|-|-,1794,1768,96.80,82.40,false,false
2017-07-13T08:46:06-0700,0.60,71,true,true,true,13.52,1.56,2830,124.24,21.16,18,52.8,-|-|-|-|-|-|-|-|3.28|-|-|-|-|-|-,-|0.48|-|-|-|-|-|-|-|-|-|-|-|-|-,1799,1821,96.80,82.40,false,false
2017-07-13T08:46:07-0700,0.80,71,true,true,true,13.52,1.56,2831,124.24,21.16,24,52.8,-|-|-|-|-|-|-|-|-|-|-|-|3.3|-|-,0.8|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1797,1762,96.80,82.40,false,false
2017-07-13T08:46:08-0700,0.53,71,true,true,true,13.52,1.56,2831,124.28,21.16,16,52.6,-|3.28|-|-|-|-|-|-|-|-|-|-|-|-|-,-|-|-|-|0.32|-|-|-|-|-|-|-|-|-|-,1794,1783,96.80,82.40,false,false
2017-07-13T08:46:09-0700,0.93,71,true,true,true,13.52,1.56,2831,124.34,21.16,28,52.8,-|-|-|-|-|-|3.28|-|-|-|-|-|-|-|-,-|2.08|-|-|-|-|-|-|-|-|-|-|-|-|-,1799,1829,96.80,82.40,false,false
2017-07-13T08:46:10-0700,0.89,71,true,true,true,13.52,1.56,2832,124.36,21.16,27,52.8,-|-|-|-|-|-|-|-|-|-|-|3.3|-|-|-,4.0|-|-|-|-|-|-|-|-|-|-|-|-|-|-,1800,1813,96.80,82.40,false,false
